name,region,address_full,lat,lon,contentid,landscape_keywords,travel_style_keywords
진안 능길마을,진안군,전북특별자치도,35.8597668902,127.5913211872,128324,,체험형;힐링·여유
진안 마이산 줄사철나무 군락,진안군,전북특별자치도,35.7596501179,127.4127035856,128970,산,체험형;사진 스팟
진안 배넘실마을,진안군,전북특별자치도,35.8605758619,127.4753481289,801042,,체험형;힐링·여유
진안 홍삼스파,진안군,전북특별자치도,35.7761983226,127.4175082781,2656454,,체험형;힐링·여유
진안향교,진안군,전북특별자치도,35.7940381229,127.4266431065,128977,,문화·역사;힐링·여유
천반산,진안군,전북특별자치도,35.8109909201,127.5372022891,1624877,산,힐링·여유;야외활동;사진 스팟
하늘내들꽃마을 [녹색농촌체험],진안군,전북특별자치도,35.7905877791,127.5427245633,129357,,체험형;힐링·여유
화산서원(진안),진안군,전북특별자치도,35.9031364095,127.5601672389,1957323,,문화·역사;힐링·여유
마이산 미로공원,진안군,전북특별자치도,35.7734431398,127.4209163815,2702656,산,체험형;야외활동
봉황대(장수),진안군,전북특별자치도,35.7984531494,127.5198402737,1624140,산,문화·역사;힐링·여유
옥천암(진안),진안군,전북특별자치도,35.9656889149,127.4758952793,1627846,산,문화·역사;힐링·여유
용담댐 물 문화관,진안군,전북특별자치도,35.945047749,127.5284883776,2469199,강·호수,체험형;문화·역사
죽도(진안),진안군,전북특별자치도,35.8299466185,127.5098930984,1627968,섬,힐링·여유;사진 스팟
진안 은수사 청실배나무,진안군,전북특별자치도,35.759475169,127.4145034304,128973,산,문화·역사;힐링·여유;사진 스팟
진안 가위박물관,진안군,전북특별자치도 진안군 진안읍 마이산로 258,,,2752466,,체험형;문화·역사
진안 문예체육회관,진안군,전북특별자치도 진안군 진안읍 진무로 1054-38,,,130328,,체험형;문화·역사
진안역사박물관,진안군,전북특별자치도 진안군 진안읍 내사양길 7,,,1628029,,문화·역사;체험형
진안홍삼축제,진안군,전북특별자치도 진안군 진안읍 마이산로 160,,,1718060,,축제·이벤트;먹거리 탐방
국립운장산자연휴양림 야영장,진안군,전북특별자치도 진안군 정천면 휴양림길 77,,,2743821,산,체험형;야외활동
마령큰시내들캠핑장,진안군,전북특별자치도 진안군 마령면 관마로 1248-14,,,2748056,,체험형;야외활동
마이산풍혈냉천캠핑장,진안군,전북특별자치도 진안군 성수면 용포로 345,,,2748121,산,체험형;야외활동
별빛두레펜션 캠핑장,진안군,전북특별자치도 진안군 부귀면 석원로 24,,,2752704,,체험형;야외활동
부귀농원가족캠프,진안군,전북특별자치도 진안군 부귀면 귀상로 708-33,,,2763415,,체험형;야외활동
숲속 캠핑장(부귀산장펜션),진안군,전북특별자치도 진안군 부귀면 귀상로 792-23,,,2792013,숲,체험형;야외활동
용담섬바위오토캠핑장,진안군,전북특별자치도 진안군 안천면 안용로 832-23,,,3066698,강·호수,체험형;야외활동
운일암반일암 국민여가캠핑장,진안군,전북특별자치도 진안군 주천면 동상주천로 1996-13,,,2792031,산,체험형;야외활동
운일암반일암 숲길(진안고원길 9구간),진안군,전북특별자치도 진안군 주천면 대불리 75-1,,,2712753,산,야외활동;힐링·여유
운일암반일암관광지야영장,진안군,전북특별자치도 진안군 주천면 동상주천로 1716,,,2743816,산,체험형;야외활동
진안국제캠핑장,진안군,전북특별자치도 진안군 용담면 와룡길 165-12,,,2723138,강·호수,체험형;야외활동
전북인삼농협,진안군,전북특별자치도 진안군 진무로 1021 인삼협동조합,,,132337,,체험형;먹거리 탐방
진안장 / 진안시장 (4, 9일),진안군,전북특별자치도 진안군 진안읍 진무로 1105-2,,,132336,,먹거리 탐방;체험형
